epoch,iterations,residual norm,PDE_Err,FC_Err
41,2,4.3059964243782815e-16,0.026644549967972136,0.026675219065097622
42,2,4.305109664918281e-16,0.02667794020381871,0.02670851545177655
43,2,4.304220604064606e-16,0.026711237101925425,0.026741718654328395
44,2,4.3033292934535525e-16,0.026744440815426332,0.026774828825573138
45,2,4.3024357158771975e-16,0.026777551497278756,0.02680784611863274
46,2,4.301539880476575e-16,0.026810569300461093,0.02684077068575874
47,2,4.300641801313589e-16,0.026843494377182267,0.026873602679433617
48,2,4.299741468009563e-16,0.02687632687995399,0.026906342251677984
49,2,4.298838897552419e-16,0.026909066960951356,0.02693898955476115
50,2,4.297934100541784e-16,0.026941714772213618,0.026971544740099773
51,2,4.2970270397221577e-16,0.02697427046531649,0.027004007959270382
52,2,4.2961177813526216e-16,0.02700673419186124,0.027036379363636343
53,2,4.2952062980638007e-16,0.027039106103129887,0.027068659104241277
54,2,4.2942926024796363e-16,0.027071386350145832,0.027100847331826827
55,2,4.293376687523425e-16,0.027103575083630302,0.027132944197223452
56,2,4.292458581906499e-16,0.02713567245462932,0.027164949850870812
57,2,4.2915382744146493e-16,0.027167678613321006,0.02719686444292435
58,2,4.290615771374292e-16,0.02719959370998075,0.027228688123557276
59,2,4.2896910760595665e-16,0.02723141789466986,0.02726042104226778
60,2,4.288764209317829e-16,0.027263151317078155,0.027292063348980378
61,2,4.2878351592681256e-16,0.0272947941269836,0.027323615193068918
62,2,4.28690394184637e-16,0.027326346473896868,0.02735507672353421
63,2,4.2859705461203465e-16,0.027357808506642906,0.02738644808953694
64,2,4.2850350104646454e-16,0.02738918037458768,0.027417729439740413
65,2,4.2840972894516517e-16,0.027420462226250955,0.027448920922896747
66,2,4.2831574409107713e-16,0.02745165421034175,0.02748002268718963
67,2,4.2822154463968956e-16,0.02748275647516267,0.0275110348809271
68,2,4.2812712869221983e-16,0.027513769168954483,0.027541957651973092
69,2,4.2803250121111647e-16,0.027544692439558538,0.02757279114787181
70,2,4.2793766095096254e-16,0.02757552643461779,0.027603535516469435
71,2,4.278426077699439e-16,0.027606271301955587,0.02763419090499042
72,2,4.277473414124131e-16,0.027636927188774987,0.0276647574605704
73,2,4.276518654390481e-16,0.02766749424214844,0.02769523533007856
74,2,4.2755617747203023e-16,0.027697972609067922,0.027725624660277504
75,2,4.2746027854049683e-16,0.0277283624362043,0.02775592559752127
76,2,4.2736417106299997e-16,0.02775866386998399,0.027786138288359297
77,2,4.2726785408581107e-16,0.02778887705685129,0.027816262878790354
78,2,4.271713276167017e-16,0.02781900214281549,0.027846299514688866
79,2,4.270745928631815e-16,0.02784903927383696,0.027876248341787147
80,2,4.269776503974796e-16,0.02787898859570652,0.027906109505533294
81,2,4.2688050020171036e-16,0.02790885025362333,0.02793588315128659
82,2,4.267831444192699e-16,0.027938624393190475,0.027965569423979986
83,2,4.2668558031615996e-16,0.02796831115930587,0.027995168468777365
84,2,4.265878121972789e-16,0.02799791069708428,0.028024680430220883
85,2,4.264898378766965e-16,0.028027423150871922,0.02805410545267506
86,2,4.263916591972239e-16,0.028056848665372627,0.02808344368046889
87,2,4.26293275777279e-16,0.02808618738484095,0.028112695257753728
88,2,4.261946887245767e-16,0.028115439453319763,0.028141860328592117
89,2,4.2609589853114574e-16,0.02814460501482509,0.028170939036211706
90,2,4.259969059331964e-16,0.028173684212602038,0.028199931524408584
91,2,4.258977098810565e-16,0.0282026771907037,0.02822883793635711
92,2,4.2579831447572245e-16,0.028231584092027473,0.028257658415125064
93,2,4.256987158479437e-16,0.02826040505982659,0.028286393103815755
94,2,4.2559891645027744e-16,0.028289140236849128,0.028315042144608782
95,2,4.2549891698938247e-16,0.028317789765736734,0.02834360568028771
96,2,4.2539871793610613e-16,0.028346353789092435,0.02837208385313872
97,2,4.2529832068400427e-16,0.028374832449202234,0.028400476805341413
98,2,4.251977236941347e-16,0.02840322588808218,0.028428784678631303
99,2,4.250969292198678e-16,0.028431534247656418,0.028457007614672847
100,2,4.2499593555750974e-16,0.028459757669515987,0.02848514575505945
101,2,4.2489474543537605e-16,0.028487896295448456,0.02851319924086937
102,2,4.2479335784358204e-16,0.028515950266349233,0.028541168213571666
103,2,4.2469177568337307e-16,0.02854391972355523,0.028569052813676166
104,2,4.245899963248127e-16,0.028571804807806342,0.02859685318211902
105,2,4.244880222813884e-16,0.028599605659905825,0.028624569459267946
106,2,4.243858537625769e-16,0.028627322420392037,0.02865220178549066
107,2,4.242834907604721e-16,0.028654955229391238,0.028679750300781848
108,2,4.241809305149452e-16,0.028682504227003164,0.03607977821340924
109,2,4.2408043532840566e-16,0.032592972034292525,0.03824931388621167
110,2,4.2397118634528133e-16,0.03473809050922076,0.04023579891855533
111,2,4.240122266506005e-16,0.036700965716097864,0.042083030454023174
112,2,4.238682829237757e-16,0.038525496824410074,0.043818913837228024
113,2,4.24086969691828e-16,0.04023980792117236,0.04546239380699646
114,2,4.239961715110415e-16,0.04186295793133356,0.0470272514282577
115,2,4.241780583458346e-16,0.04340864153346559,0.04852399620745018
116,2,4.244522024264316e-16,0.0448874123656757,0.04996092030117083
117,2,4.247330870132941e-16,0.04630759165994497,0.051344751694966106
118,2,4.2520316825323896e-16,0.047675922166206766,0.052681083080106106
119,2,4.2585971406559483e-16,0.04899799812579003,0.05397466097511128
120,2,4.2636247742087724e-16,0.05027855574169354,0.055229583602756094
121,2,4.271377057381636e-16,0.0515216725571815,0.05644943829867799
122,2,4.2846799339897066e-16,0.052730906435807204,0.05763739863592576
123,2,4.2941733176391914e-16,0.053909394257668025,0.05879629457567148
124,2,4.3068348122322596e-16,0.055059923582860396,0.05992866441955513
125,2,4.322645314540655e-16,0.05618498602131275,0.06103679435900844
126,2,4.340787358394172e-16,0.05728681806992508,0.06212274945534446
127,2,4.361390267876184e-16,0.058367433238831895,0.06318839861345182
128,2,4.380256066672332e-16,0.05942864801869138,0.06423543525752251
129,2,4.4010453084110935e-16,0.060472103398488325,0.06526539486587879
130,2,4.428113930199986e-16,0.061499283098559024,0.06627967015083058
131,2,4.45341122476714e-16,0.06251152931108539,0.06727952441627494
132,2,4.478655231020386e-16,0.06351005649787775,0.06826610346450934
133,2,4.509673163549648e-16,0.06449596362539489,0.06924044630919113
134,2,4.536851612545954e-16,0.06547024511328449,0.07020349487897093
135,2,4.565246278562173e-16,0.06643380069236278,0.0711561028440677
136,2,4.598624515872935e-16,0.06738744431663,0.07209904366739295
137,2,4.607255802129402e-16,0.06833191224557822,0.07303301795753114
138,2,4.669790079886714e-16,0.06926787038332254,0.07395866018718777
139,2,4.71096860276656e-16,0.07019592094785178,0.07487654483178119
140,2,4.73882257305824e-16,0.07111660853489159,0.07578719197390171
141,2,4.779758630796884e-16,0.07203042562647677,0.07669107241577322
142,2,4.818183000691721e-16,0.07293781759485206,0.07758861233883252
143,2,4.847728626518443e-16,0.07383918724404817,0.07848019754506552
144,2,5.092155085557305e-16,0.07473489892857776,0.07936617731445494
145,2,5.12837357300799e-16,0.07562528228604096,0.0802468679078494
146,2,5.166336093999355e-16,0.0765106356165854,0.08112255574639349
147,2,5.351224944404899e-16,0.0773912289405072,0.0819935002940575
148,2,5.386366523999396e-16,0.07826730676322777,0.08285993666728331
149,2,5.420357312396244e-16,0.0791390905727553,0.08372207799773435
150,2,5.515722530915164e-16,0.08000678109502937,0.08458011756859563
151,2,5.54959760306985e-16,0.08087056032977279,0.08543423074550915
152,2,5.605317529321053e-16,0.0817305933863588,0.08628457672005041
153,2,5.659802659198568e-16,0.08258703013923539,0.08713130008493053
154,2,5.814877634606538e-16,0.08344000672047448,0.08797453225422913
155,2,5.919048714220379e-16,0.08428964686439895,0.08881439274542657
156,2,5.951959965330419e-16,0.0851360631195742,0.08965099033511947
157,2,6.031622822732377e-16,0.08597935793900092,0.09048442410122703
158,2,7.347083973180993e-16,0.0868196246639639,0.09131478436259499
159,2,7.532973498241842e-16,0.08765694840883204,0.09214215352551847
160,2,7.900277556522637e-16,0.088491406857778,0.09296660684722013
161,2,7.650693290449643e-16,0.08932307098309131,0.09378821312330032
162,2,7.896120803702684e-16,0.09015200569125541,0.09460703530793424
163,2,8.375810223350081e-16,0.09097827040533887,0.09542313107187894
164,2,8.469465348779262e-16,0.0918019195891485,0.09623655330701197
165,2,8.707745127581063e-16,0.09262300321993491,0.09704735057910696
166,2,9.82935990283603e-16,0.09344156721391239,0.09785556753719504
167,2,9.912819527547008e-16,0.09425765380951985,0.0986612452831892
168,2,1.0071664538280588e-15,0.09507130191349675,0.09946442170374326
169,2,1.0705825330691253e-15,0.09588254741271142,0.10026513177050944
170,2,1.0904008312827864e-15,0.09669142345486044,0.10106340781117495
171,2,1.1085320035578878e-15,0.09749796070205094,0.10185927975328468
172,2,1.0990576356268362e-15,0.09830218756007668,0.1026527753453621
173,2,1.154945276988454e-15,0.09910413038442971,0.10344392035534611
174,2,1.1606309194556459e-15,0.09990381366671902,0.10423273875096228
175,2,1.1682077824726361e-15,0.10070126020350999,0.10501925286190428
176,2,1.1809797667542604e-15,0.10149649124839608,0.10580348352696944
177,2,1.2012264863596444e-15,0.10228952664898676,0.10658545022641519
178,2,1.2176486420085501e-15,0.10308038497204762,0.10736517120278677
179,2,1.2607348595936112e-15,0.10386908361571237,0.1081426635687599
180,2,1.2648875554966147e-15,0.10465563891124552,0.10891794340611938
181,2,1.266255199588852e-15,0.10544006621538395,0.10969102585455914
182,2,1.2727879065076182e-15,0.10622237999399214,0.11046192519263087
183,2,1.2973510784807565e-15,0.10700259389733403,0.11123065491089434
184,2,1.3006614868564457e-15,0.10778072082968694,0.11199722777814003
185,2,1.3085677021980926e-15,0.10855677301052226,0.11276165590157206
186,2,1.3075364248743721e-15,0.10933076203166728,0.11352395078205291
187,2,1.3257091815556268e-15,0.11010269890904803,0.11428412336261573
188,2,1.3306394307803078e-15,0.11087259412823623,0.11504218407500488
189,2,1.3392044907867195e-15,0.11164045768817996,0.11579814288008805
190,2,1.3400270894828093e-15,0.11240629913946154,0.11655200930498211
191,2,1.3659242626011106e-15,0.11317012761910998,0.1173037924773368
192,2,1.3780641152434198e-15,0.11393195188258146,0.11805350115626112
193,2,1.4168020606482964e-15,0.11469178033384007,0.11880114376086937
194,2,1.4236822359506666e-15,0.11544962105138783,0.11954672839575409
195,2,1.4264366631999279e-15,0.11620548181275024,0.12029026287491362
196,2,1.4321228625374328e-15,0.11695937011677143,0.12103175474230454
197,2,1.4390344166966343e-15,0.11771129320363548,0.12177121129289148
198,2,1.4417603028408247e-15,0.11846125807423259,0.12250863958932712
199,2,1.4428585499089094e-15,0.11920927150633284,0.12324404647973353
200,2,1.4493047543668039e-15,0.1199553400711177,0.12397743861157551
201,2,1.4549829535714203e-15,0.1206994701466885,0.1247088224463333
202,2,1.458902262453541e-15,0.12144166793170132,0.12543820427184826
203,2,1.4638694250990813e-15,0.12218193945726721,0.12616559021402907
204,2,1.4756444358907688e-15,0.12292029059840934,0.12689098624779405
205,2,1.472009398305482e-15,0.12365672708378506,0.12761439820666354
206,2,1.462726848503849e-15,0.12439125450540646,0.12833583179206798
207,2,1.4624282381421104e-15,0.125123878327285,0.1290552925816968
208,2,1.4645571827687765e-15,0.1258546038934655,0.1297727860371367
209,2,1.472646710916228e-15,0.12658343643539416,0.1304883175111371
210,2,1.4732154141644497e-15,0.12731038107884246,0.13120189225416468
211,2,1.484098108497441e-15,0.1280354428502985,0.13191351542049645
212,2,1.489622319895613e-15,0.12875862668211607,0.13262319207353102
213,2,1.5018260900877333e-15,0.12947993741905459,0.13333092719205908
214,2,1.5048802477428907e-15,0.13019937982296684,0.134036725673905
215,2,1.496144549468654e-15,0.13091695857660907,0.13474059234107827
216,2,1.4985183072002443e-15,0.13163267828939942,0.13544253194391231
217,2,1.504004271222251e-15,0.1323465435002883,0.1361425491647772
218,2,1.5102315183745645e-15,0.1330585586822079,0.13684064862205858
219,2,1.5183029953743317e-15,0.13376872824517277,0.1375368348727335
220,2,1.5272604411924782e-15,0.13447705653977285,0.13823111241691777
221,2,1.5314446518569291e-15,0.13518354786031972,0.13892348569914503
222,2,1.5340866412898269e-15,0.13588820644737876,0.13961395911248786
223,2,1.5368708355420813e-15,0.13659103649083,0.14030253700038742
224,2,1.5411275225586081e-15,0.13729204213193918,0.1409892236590693
225,2,1.5456229207272636e-15,0.13799122746597875,0.14167402334036794
226,2,1.5485340039075004e-15,0.13868859654446863,0.14235694025273915
227,2,1.54879656925801e-15,0.13938415337670765,0.14303797856474176
228,2,1.5496688790110915e-15,0.14007790193257527,0.14371714240546396
229,2,1.5589099224642511e-15,0.14076984614345328,0.14439443586702794
230,2,1.5582678034594994e-15,0.1414599899046107,0.1450698630059044
231,2,1.5643625424407277e-15,0.14214833707638613,0.1457434278449199
232,2,1.5659126165228626e-15,0.1428348914858257,0.1464151343740916
233,2,1.5655642963264897e-15,0.14351965692806257,0.14708498655250146
234,2,1.5657494016667465e-15,0.14420263716786955,0.1477529883092732
235,2,1.5687329211896853e-15,0.1448838359406831,0.14841914354492225
236,2,1.5709024334133093e-15,0.14556325695360675,0.14908345613213747
237,2,1.578918957893204e-15,0.1462409038871756,0.14974592991778835
238,2,1.5792827078999044e-15,0.14691678039601375,0.15040656872272962
239,2,1.5882067663333432e-15,0.1475908901093586,0.15106537634392403
240,2,1.5865179293184338e-15,0.1482632366332781,0.1517223565544512
241,2,1.5951352090846456e-15,0.14893382355020798,0.15237751310453795
242,2,1.5927400655510023e-15,0.1496026544203523,0.15303084972313918
243,2,1.6051211038374848e-15,0.15026973278313505,0.1536823701176715
244,2,1.6028838885459738e-15,0.15093506215684785,0.15433207797549642
245,2,1.6082153913390598e-15,0.15159864604013873,0.15497997696409804
246,2,1.6099756671575497e-15,0.15226048791226904,0.15562607073232648
247,2,1.6149695394312356e-15,0.15292059123431717,0.15627036291056662
248,2,1.6167043661808077e-15,0.1535789594492203,0.1569128571109779
249,2,1.6212924409215725e-15,0.15423559598235353,0.15755355692935957
250,2,1.6226873307710232e-15,0.15489050424288198,0.15819246594434233
251,2,1.625773600480474e-15,0.15554368762319631,0.1588295877186674
252,2,1.6284206980962639e-15,0.1561951495004637,0.15946492579935523
253,2,1.6317387423240743e-15,0.1568448932363931,0.16009848371814073
254,2,1.6367718600315959e-15,0.15749292217779914,0.16073026499233478
255,2,1.6421960553554486e-15,0.15813923965731264,0.16136027312473544
256,2,1.6411911478811407e-15,0.1587838489937094,0.16198851160429406
257,2,1.6495404252642413e-15,0.15942675349223515,0.16261498390650608
258,2,1.655340787426992e-15,0.1600679564448092,0.16323969349366863
259,2,1.6637584115419741e-15,0.16070746113090484,0.16386264381542226
260,2,1.6612604535883762e-15,0.16134527081735506,0.1644838383085645
261,2,1.6710621423992623e-15,0.16198138875886114,0.16510328039816002
262,2,1.6700423266002197e-15,0.16261581819859433,0.16572097349738968
263,2,1.6749482349179528e-15,0.1632485623680296,0.1663369210076393
264,2,1.6753597681696598e-15,0.16387962448768226,0.16695112631928133
265,2,1.6889886600711317e-15,0.1645090077668821,0.16756359281147937
266,2,1.6880266658982483e-15,0.16513671540451635,0.168174323852881
267,2,1.6944108164290863e-15,0.16576275058900947,0.1687833228014135
268,2,1.6943754000024624e-15,0.1663871164987191,0.16939059300475456
269,2,1.6987845714394457e-15,0.16700981630186573,0.16999613780068756
270,2,1.71775699867012e-15,0.16763085315731957,0.17059996051711934
271,2,1.7174877279423213e-15,0.16825023021429159,0.1712020644719292
272,2,1.731690711282986e-15,0.1688679506123688,0.1718024529741946
273,2,1.7364613690996452e-15,0.1694840174826343,0.1724011293230987
274,2,1.7421645329772477e-15,0.17009843394674873,0.17299809680934253
275,2,1.7447392580322373e-15,0.17071120311811283,0.1735933587143279
276,2,1.7526295591332887e-15,0.17132232810127052,0.17418691831072586
277,2,1.7520128261356325e-15,0.17193181199227076,0.17477877886290294
278,2,1.7588168011306854e-15,0.17253965787934822,0.17536894362645938
279,2,1.7568556981248722e-15,0.17314586884218575,0.17595741584877977
280,2,1.7560967425203917e-15,0.17375044795259065,0.17654419876917515
281,2,1.757315025220911e-15,0.17435339827485435,0.17712929561914947
282,2,1.7581759193846864e-15,0.1749547228655028,0.1777127096217601
283,2,1.7617875723535665e-15,0.1755544247730676,0.17829444399283467
284,2,1.7607470554147265e-15,0.17615250703919327,0.17887450194019827
285,2,1.7636823895829214e-15,0.17674897269809145,0.1794528866644285
286,2,1.7656126166236765e-15,0.17734382477660526,0.1800296013582514
287,2,1.7633557202596424e-15,0.17793706629443012,0.1806046492076785
288,2,1.7682191109399857e-15,0.1785287002646746,0.18117803339075422
289,2,1.7685561338951238e-15,0.17911872969295087,0.18174975707895058
290,2,1.7724876060518943e-15,0.17970715757858396,0.18231982343651865
291,2,1.773582672054491e-15,0.1802939869139852,0.1828882356207462
292,2,1.7756435484813843e-15,0.18087922068503837,0.1834549967821264
293,2,1.7774151600724873e-15,0.18146286187089467,0.1840201100643224
294,2,1.7792634136272825e-15,0.18204491344453527,0.1845835786042116
295,2,1.7840280965980313e-15,0.18262537837234316,0.18514540553221437
296,2,1.782138050440656e-15,0.18320425961446546,0.1857055939722585
297,2,1.7840777089513708e-15,0.18378156012507085,0.18626414704140615
298,2,1.7866411567098844e-15,0.18435728285166783,0.1868210678506177
299,2,1.7870625897991953e-15,0.18493143073609067,0.18737635950451192
300,2,1.791322328440891e-15,0.18550400671406053,0.18793002510116175
301,2,1.7906286082013572e-15,0.18607501371518442,0.18848206773289355
302,2,1.792506516653114e-15,0.1866444546633669,0.18903249048539017
303,2,1.7940025632212996e-15,0.18721233247664382,0.1895812964383925
304,2,1.7939643294592734e-15,0.18777865006716948,0.19012848866573506
305,2,1.796924764215939e-15,0.18834341034136814,0.1906740702294396
306,2,1.7965486452917143e-15,0.1889066161945385,0.19121804419182098
307,2,1.799781800896322e-15,0.1894682705222666,0.19176041360768004
308,2,1.8011728712392404e-15,0.19002837621315938,0.19230118152615994
309,2,1.8021150028310186e-15,0.1905869361503737,0.19284035099069285
310,2,1.806600008171277e-15,0.1911439532116513,0.19337792503899998
311,2,1.806142800958172e-15,0.19169943026952327,0.1939139067029494
312,2,1.813199781504008e-15,0.19225337019075728,0.1944482990088492
313,2,1.8127012163664544e-15,0.19280577583708225,0.19498110497741195
314,2,1.808318022427953e-15,0.19335665006473793,0.19551232762363924
315,2,1.8095954820500504e-15,0.19390599572477854,0.19604196995722134
316,2,1.817613190353193e-15,0.19445381566307765,0.1965700349820665
317,2,1.8249942353936642e-15,0.1950001127202137,0.1970965256968782
318,2,1.826489721463653e-15,0.19554488973169706,0.19762144509472002
319,2,1.825972618707306e-15,0.19608814952784553,0.1981447961632199
320,2,1.8298155781562035e-15,0.19662989493393956,0.19866658188482766
321,2,1.8357399465352623e-15,0.1971701287701106,0.19918680523653087
322,2,1.8357061451639256e-15,0.19770885385150355,0.19970546918984589
323,2,1.8398940421401533e-15,0.1982460729883171,0.2002225767114041
324,2,1.8394256462927387e-15,0.19878178898564947,0.2007381307621081
325,2,1.84262651362995e-15,0.19931600464377336,0.20125213429804667
326,2,1.8446988393271513e-15,0.19984872275790302,0.201764590269784
327,2,1.845451674177922e-15,0.20037994611854598,0.20227550162276842
328,2,1.8474389913616766e-15,0.2009096775110708,0.2027848712975544
329,2,1.8493276510684546e-15,0.2014379197163856,0.20329270222926965
330,2,1.846896687927772e-15,0.20196467551026231,0.20379899734811247
331,2,1.8481292420876423e-15,0.20248994766377282,0.2043037595790853
332,2,1.854363789061202e-15,0.20301373894327662,0.2048069918421902
333,2,1.8552696129235417e-15,0.2035360521103033,0.20530869705247312
334,2,1.8573602042133328e-15,0.2040568899216833,0.20580887811965987
335,2,1.8585089979389318e-15,0.2045762551294839,0.206307537948911
336,2,1.858943490407462e-15,0.20509415048110297,0.20680467944015568
337,2,1.861105523684782e-15,0.20561057871945582,0.20730030548851808
338,2,1.8671144124080193e-15,0.20612554258261512,0.20779441898397977
339,2,1.8682127025757105e-15,0.20663904480402034,0.20828702281177058
340,2,1.872102577625842e-15,0.20715108811251332,0.20877811985204886
341,2,1.873008833438479e-15,0.20766167523241919,0.20926771298036329
342,2,1.8712431184092646e-15,0.208170808883407,0.20975580506723546
343,2,1.8729376910087094e-15,0.2086784917806727,0.210242398978302
344,2,1.874635962184623e-15,0.20918472663472712,0.21072749757444775
345,2,1.8740584113038626e-15,0.2096895161515991,0.21121110371157492
346,2,1.8883049234398633e-15,0.21019286303278878,0.21169322024107373
347,2,1.8893908154317996e-15,0.2106947699754042,0.21217385000920075
348,2,1.890989883579794e-15,0.21119523967188106,0.21265299585776276
349,2,1.892721550242946e-15,0.21169427481032255,0.21313066062353947
350,2,1.8919743428081483e-15,0.21219187807422554,0.21360684713874534
351,2,1.891276783822138e-15,0.21268805214278558,0.2140815582307276
352,2,1.8944644715387158e-15,0.2131827996906641,0.21455479672210842
353,2,1.894423327102524e-15,0.21367612338805456,0.21502656543086474
354,2,1.8944831743567358e-15,0.21416802590084344,0.21549686717036387
355,2,1.8943258650743392e-15,0.21465850989049307,0.21596570474909704
356,2,1.894764320554594e-15,0.21514757801399526,0.2164330809709103
357,2,1.895626756087336e-15,0.21563523292401532,0.2168989986351022
358,2,1.894446535205902e-15,0.21612147726874562,0.21736346053609523
359,2,1.896892829263684e-15,0.2166063136921227,0.21782646946398643
360,2,1.897348607749904e-15,0.21708974483380322,0.21828802820404114
361,2,1.892766478116035e-15,0.21757177332903443,0.21874813953697725
362,2,1.892227524210817e-15,0.21805240180867058,0.21920680623880529
363,2,1.8918355935331427e-15,0.2185316328993154,0.21966403108095278
364,2,1.8925044259165584e-15,0.21900946922320405,0.22011981683032644
365,2,1.899397226540739e-15,0.21948591339827997,0.22057416624929438
366,2,1.8980336042930966e-15,0.21996096803835896,0.22102708209547295
367,2,1.89648994458592e-15,0.22043463575265923,0.22147856712217084
368,2,1.896073601051833e-15,0.22090691914650457,0.22192862407801606
369,2,1.8943858004422307e-15,0.2213778208208141,0.222377255707098
370,2,1.893513975085818e-15,0.22184734337210887,0.2228244647489408
371,2,1.8904392769285276e-15,0.22231548939288026,0.22327025393859223
372,2,1.8982867185908003e-15,0.2227822614711451,0.2237146260067302
373,2,1.8992876395256893e-15,0.22324766219113568,0.22415758367928973
374,2,1.898952143645258e-15,0.2237116941323582,0.22459912967796924
375,2,1.8983868371159283e-15,0.22417435987049625,0.2250392667197687
376,2,1.8940181615506172e-15,0.22463566197679563,0.22547799751729158
377,2,1.894367156758134e-15,0.22509560301848536,0.22591532477865606
378,2,1.8978795731318993e-15,0.2255541855584559,0.22635125120777033
379,2,1.9044213241900028e-15,0.22601141215572665,0.22678577950379086
380,2,1.9005335358085626e-15,0.2264672853648477,0.22721891236161085
381,2,1.8997576262938364e-15,0.2269218077363443,0.22765065247154048
382,2,1.8961950438529888e-15,0.22737498181662108,0.22808100251971553
383,2,1.8950720621722944e-15,0.2278268101478737,0.2285099651875555
384,2,1.9014691382389393e-15,0.22827729526820015,0.22893754315237658
385,2,1.9005436386076262e-15,0.22872643971158543,0.22936373908698293
386,2,1.900303592750892e-15,0.2291742460080125,0.22978855565991552
387,2,1.89911532064531e-15,0.22962071668334283,0.2302119955350257
388,2,1.8994750890707747e-15,0.23006585425909054,0.2306340613720792
389,2,1.8974659830402695e-15,0.230509661252913,0.2310547558264453
390,2,1.8969752951565904e-15,0.23095214017841553,0.23147408154910565
391,2,1.8963764642740883e-15,0.2313932935449676,0.23189204118668094
392,2,1.891317891905741e-15,0.23183312385803395,0.23230863738140428
393,2,1.8901081646797554e-15,0.2322716336189709,0.2327238727714942
394,2,1.889349347168225e-15,0.23270882532501727,0.233137749990453
395,2,1.8888812354509332e-15,0.23314470146950414,0.2335502716676352
396,2,1.886740843758444e-15,0.23357926454159825,0.23396144042816758
397,2,1.8900292981300117e-15,0.2340125170264596,0.23437125889281596
398,2,1.8901362881360695e-15,0.234444461405387,0.2347797296779497
399,2,1.8877931407618524e-15,0.23487510015538898,0.23518685539598572
400,2,1.8871358843707743e-15,0.23530443574983234,0.2355926386546514
401,2,1.8836614583322945e-15,0.23573247065766445,0.2359970820576951
402,2,1.8826729117743298e-15,0.2361592073441959,0.23640018820465514
403,2,1.882014194597672e-15,0.2365846482705954,0.23680195969045137
404,2,1.8827631589010245e-15,0.2370087958940377,0.23720239910617558
405,2,1.88180004798011e-15,0.237431652667769,0.23760150903846977
406,2,1.8813230369858357e-15,0.23785322104109402,0.23799929206968606
407,2,1.878906476459738e-15,0.23827350345926343,0.23839575077833075
408,2,1.8780340727577247e-15,0.23869250236382566,0.23879088773821167
409,2,1.87746011137187e-15,0.23911022019200828,0.23918470551914872
410,2,1.8763549065704703e-15,0.23952665937737666,0.23957720668686733
411,2,1.876070474158962e-15,0.23994182234953498,0.23996839380276747
412,2,1.8756371116877817e-15,0.24035571153410698,0.24035826942409244
413,2,1.8744450890034115e-15,0.2407683293527746,0.24074683610384007
414,2,1.874235159327788e-15,0.2411796782233795,0.24113409639097583
