maxid,minid,maxig,minig,iterationtime,PDEError,FCError,PetscTotal
0.114807912,0.111762903,0.117399799,0.116530854,0.121645451,0.022046341,0.022053641,0.078601837
0.114688513,0.11162189,0.117273191,0.116437431,0.075023413,0.021945736,0.021953044,0.04020071
0.114569707,0.111481564,0.117147216,0.116335699,0.074428558,0.021847189,0.021854506,0.051524878
0.114451489,0.111341923,0.117022813,0.116218274,0.074080229,0.021750644,0.02175797,0.041060209
0.114333857,0.111202946,0.116900356,0.116101437,0.068841219,0.021656046,0.021663381,0.043029547
0.114216809,0.111064592,0.11677851,0.115985184,0.074171543,0.021563342,0.021570685,0.044344425
0.114100341,0.110926914,0.116657273,0.115869223,0.072035551,0.021472482,0.021479834,0.042488575
0.11398445,0.110789908,0.11653672,0.115753829,0.059391975,0.021383417,0.021390776,0.036861658
0.113869134,0.11065357,0.11642106,0.115639011,0.063705206,0.021296099,0.021303467,0.038664818
0.113754389,0.110517898,0.116311368,0.115524768,0.070193052,0.021210485,0.021217861,0.04425478
0.113640214,0.110382888,0.116207096,0.115411023,0.064068317,0.02112653,0.021133914,0.039457798
0.113526605,0.110248537,0.116107769,0.115297582,0.070274115,0.021044193,0.021051584,0.044474602
0.113413559,0.110114841,0.116012795,0.115184708,0.062646627,0.020963433,0.020970832,0.038076401
0.113301073,0.109981767,0.115921596,0.115072398,0.066674471,0.020884212,0.020891618,0.0429039
0.113189146,0.109849297,0.115833645,0.11496065,0.066449165,0.020806492,0.020813905,0.039022446
0.113077773,0.109717473,0.115748458,0.11484946,0.076528549,0.020730236,0.020737656,0.043653727
0.112966952,0.109586293,0.115665543,0.114738824,0.074440002,0.02065541,0.020662837,0.044191122
0.112856682,0.109455752,0.115584583,0.114628371,0.081187487,0.02058198,0.020589414,0.046814442
0.112746957,0.109325848,0.115505312,0.11451847,0.067645311,0.020509913,0.020517354,0.042451382
0.112637777,0.109196578,0.115427485,0.114409119,0.063863039,0.020439178,0.020446625,0.038857698
0.112529139,0.109067938,0.115350877,0.114300313,0.06397891,0.020369744,0.020377198,0.038600922
0.112421039,0.108939862,0.115275371,0.114192052,0.061718464,0.020301582,0.020309042,0.038616896
0.112313475,0.108812395,0.115202542,0.114084331,0.067041397,0.020234663,0.020242129,0.042170286
0.112206445,0.10868555,0.115131319,0.113977148,0.081179857,0.020168959,0.020176431,0.054201603
0.112099945,0.108559323,0.115060454,0.113870482,0.064445972,0.020104444,0.020111922,0.037022114
0.111993974,0.108433711,0.114989945,0.113763965,0.065567732,0.020041091,0.020048575,0.037797928
0.111888527,0.108308712,0.114919791,0.11365798,0.064617157,0.019978875,0.019986366,0.037847757
0.111783604,0.108184271,0.11484999,0.113552525,0.06106329,0.019917773,0.019925269,0.039811611
0.111679202,0.108060404,0.114780541,0.113447596,0.064960003,0.019857759,0.019865261,0.038887739
0.111575317,0.107937141,0.11471144,0.113343191,0.063611746,0.019798812,0.019806319,0.036819458
0.111471947,0.107814478,0.114642688,0.113239308,0.071089506,0.019740908,0.019748421,0.044439793
0.11136909,0.107692389,0.114574281,0.113135944,0.061187983,0.019684027,0.019691545,0.037991524
0.111266742,0.107570828,0.114506219,0.113033096,0.06581378,0.019628146,0.01963567,0.039309502
0.111164903,0.107449859,0.114438499,0.112930761,0.064355373,0.019573246,0.019580775,0.03700614
0.111063568,0.10732948,0.11437112,0.112828917,0.064464569,0.019519307,0.019526841,0.040128708
0.110962736,0.107209688,0.11430408,0.112727175,0.068783045,0.01946631,0.019473849,0.038153648
0.110862405,0.10709048,0.114237377,0.112625941,0.065018892,0.019414235,0.019421779,0.039192438
0.11076257,0.106971853,0.11417101,0.112525212,0.061970472,0.019363064,0.019370613,0.038159609
0.110663231,0.106853803,0.114104977,0.112424986,0.064398766,0.01931278,0.019320334,0.036255121
0.110564384,0.106736329,0.114039276,0.11232526,0.064789057,0.019263366,0.019270924,0.038809299
0.110466028,0.106619427,0.113973906,0.112226032,0.063118696,0.019214803,0.019222367,0.040034533
0.11036816,0.106503095,0.113908865,0.1121273,0.065501928,0.019167077,0.019174646,0.036143303
0.110270776,0.106387328,0.113844151,0.11202906,0.06416893,0.019120171,0.019127744,0.039111137
0.110173876,0.106272126,0.113779763,0.111931311,0.063611031,0.01907407,0.019081647,0.040160656
0.110077456,0.106157485,0.113715699,0.111834049,0.057903528,0.019028758,0.01903634,0.036367893
0.109981515,0.106043401,0.113651958,0.111737273,0.062139034,0.018984221,0.018991807,0.036812782
0.109886049,0.105929873,0.113588537,0.11164098,0.063273191,0.018940444,0.018948035,0.037215471
0.109791057,0.105816897,0.113525435,0.111544891,0.062653065,0.018897413,0.018905008,0.039139509
0.109696536,0.105704471,0.113462652,0.111449116,0.060185671,0.018855115,0.018862715,0.037167311
0.109602484,0.105592592,0.113400184,0.111353818,0.064118147,0.018813536,0.01882114,0.037437916
0.109508898,0.105481258,0.113338031,0.111258996,0.063452482,0.018772664,0.018780272,0.038351059
0.109415776,0.105370464,0.11327619,0.111164647,0.062223196,0.018732485,0.018740097,0.037480354
0.109323116,0.10526021,0.113214661,0.111070769,0.059961319,0.018692987,0.018700603,0.036937475
0.109230915,0.105150492,0.113153442,0.110977359,0.063130379,0.018654158,0.018661778,0.039350748
0.109139172,0.105041307,0.11309253,0.110884415,0.070234537,0.018615987,0.01862361,0.046488762
0.109047884,0.104932653,0.113031926,0.110791935,0.063159943,0.018578461,0.018586088,0.03608036
0.108957048,0.104824527,0.112971626,0.110699915,0.063821316,0.018541569,0.018549201,0.040430307
0.108866663,0.104716926,0.112911631,0.110608355,0.054974794,0.018505301,0.018512937,0.031550407
