maxid,minid,maxig,minig,iterationtime,PDEError,FCError,PetscTotal
0,0,0,0,0.093664169,0.065164172,0.065159789,0.060698271
0,0,0.000624905,0.000614,0.056185961,0.06513293,0.065128569,0.03406167
0,0,0.001246685,0.001220377,0.065115213,0.06510193,0.06509759,0.042156219
0,0,0.001865357,0.001820232,0.060860872,0.065071138,0.065066819,0.035002232
0,0,0.002480935,0.002414148,0.059541464,0.065040537,0.06503624,0.034803152
0,0,0.003093435,0.003002506,0.061703205,0.065010117,0.06500584,0.037114382
0,0,0.003702873,0.003585584,0.06045723,0.064979869,0.064975612,0.036329985
0,0,0.004309264,0.004163599,0.056691408,0.064949786,0.064945549,0.034963608
0,0,0.004912622,0.004736725,0.057361126,0.064919865,0.064915647,0.03520751
0,0,0.005512964,0.005305112,0.058204889,0.064890099,0.0648859,0.035352945
0,0,0.006110304,0.005868884,0.056562424,0.064860486,0.064856307,0.034995556
0,0,0.006704658,0.006428155,0.058561563,0.064831023,0.064826862,0.035387993
0,0,0.00729604,0.006983021,0.061520815,0.064801707,0.064797564,0.037963152
0,0,0.007884464,0.007533573,0.057940722,0.064772534,0.064768409,0.035336494
0,0,0.008469947,0.008079891,0.059182167,0.064743503,0.064739397,0.035724401
0,0,0.009052502,0.00862205,0.059964895,0.064714612,0.064710523,0.036088705
0,0,0.009632145,0.009160119,0.06025815,0.064685859,0.064681787,0.036589861
0,0,0.010208889,0.009694161,0.061471462,0.064657241,0.064653187,0.03725338
0,0,0.01078275,0.010224237,0.058850765,0.064628757,0.06462472,0.035126686
0,0,0.011353741,0.010750403,0.057984352,0.064600407,0.064596386,0.03444171
0,0,0.011921878,0.011272713,0.060421705,0.064572187,0.064568183,0.036521435
0,0,0.012487173,0.011791218,0.060422659,0.064544096,0.064540109,0.03546381
0,0,0.013049643,0.012305964,0.058967829,0.064516134,0.064512163,0.035641909
0,0,0.013609299,0.012816999,0.05745697,0.064488299,0.064484343,0.035860538
0,0,0.014166158,0.013324367,0.059052467,0.06446059,0.06445665,0.03525281
0,0,0.014720232,0.013828109,0.058701992,0.064433005,0.06442908,0.035190582
0,0,0.015271536,0.014328267,0.065169573,0.064405543,0.064401634,0.037288189
0,0,0.015820084,0.014824879,0.057628393,0.064378204,0.06437431,0.034292698
0,0,0.016365889,0.015317983,0.057535887,0.064350987,0.064347107,0.033669472
