maxid,minid,maxig,minig,iterationtime,PDEError,FCError,PetscTotal
1060.011646,0,0.121641667,0.116964555,0.096658945,31.74989845,0.442365813,0.070793867
1052.697661,0,0.12165838,0.116884918,0.066216469,78612.28287,0.407415839,0.042862892
1045.420247,0,0.121675009,0.116805679,0.057585478,146177.6634,0.40098817,0.033753633
1038.179219,0,0.121691555,0.116726838,0.056527138,142264.1782,0.251304121,0.034548283
1030.974397,0,0.121708018,0.116648391,0.055799246,138480.765,0.394796192,0.034782648
1023.805599,0,0.121724399,0.116570338,0.05722928,134822.5786,0.036098982,0.034665823
1016.672644,0,0.121740698,0.116492676,0.056390047,131284.9606,0.127729604,0.035068512
1009.575355,0,0.121756916,0.116415403,0.053561687,127863.4321,0.032601812,0.033693552
1002.513552,0,0.121773052,0.116338517,0.053740263,124553.6869,0.032600355,0.033580542
995.4870575,0,0.121789108,0.116262016,0.05751729,121351.5846,0.032598897,0.036163092
988.495696,0,0.121805083,0.116185899,0.057212353,118253.1443,0.032597438,0.036239386
981.5392912,0,0.121820979,0.116110163,0.057857752,115254.5384,0.051023595,0.033697367
974.6176685,0,0.121836795,0.116034807,0.055083513,112352.0865,0.23145581,0.032222271
967.7306538,0,0.121852532,0.115959828,0.055839777,109542.25,0.05700381,0.027974606
960.8780744,0,0.12186819,0.115845146,0.056057692,106821.6262,0.166587481,0.030215502
954.0597577,0,0.121883769,0.115728106,0.051485777,104186.9434,0.032590133,0.026912212
947.2755326,0,0.121899271,0.115611525,0.061018944,101635.0555,0.03258867,0.031922102
940.5252286,0,0.121914696,0.115495526,0.05337739,99162.93716,0.032587205,0.03016758
933.8086762,0,0.121930043,0.115380016,0.061994553,96767.67946,0.03258574,0.033347845
927.1257065,0,0.121945313,0.115264331,0.062944174,94446.48493,0.032584274,0.036926746
920.4761517,0,0.121960507,0.115149224,0.062983751,92196.66348,0.032582808,0.031778574
913.8598446,0,0.121975625,0.115034692,0.05117774,90015.62809,0.03258134,0.027074814
907.2766192,0,0.121990667,0.114920731,0.05286622,87900.89094,0.032579872,0.028078556
900.7263098,0,0.122005635,0.114806509,0.054798126,85850.05943,0.039710197,0.031107187
894.208752,0,0.122020527,0.114692754,0.053985119,83860.8326,0.073559628,0.027395725
887.7237819,0,0.122035345,0.114579566,0.063800097,81930.99745,0.241364684,0.026040554
881.2712367,0,0.122050088,0.114466943,0.05442977,80058.42563,0.032573989,0.02628088
874.8509542,0,0.122064758,0.11435482,0.048803091,78241.07009,0.032572516,0.02783823
868.4627731,0,0.122079355,0.114242294,0.058324337,76476.96193,0.032571042,0.034804106
862.106533,0,0.122093878,0.114130328,0.05650115,74764.20741,0.032569567,0.033821821
855.782074,0,0.122108329,0.114018922,0.057683468,73100.98494,0.032568092,0.035868168
849.4892373,0,0.122122707,0.113908071,0.054281712,71485.54238,0.032566615,0.033889055
843.2278649,0,0.122137014,0.113797773,0.057500124,69916.19432,0.032565137,0.035734653
836.9977994,0,0.122151249,0.113687592,0.056453943,68391.31943,0.032563659,0.03534174
830.7988841,0,0.122165413,0.113577286,0.056431055,66909.35801,0.032562179,0.034276009
824.6309634,0,0.122179506,0.11346753,0.055887461,65468.80966,0.032560699,0.034780979
818.4938823,0,0.122193528,0.113358322,0.055646658,64068.23088,0.032559217,0.034612894
812.3874866,0,0.122207481,0.113249659,0.059741259,62706.23295,0.032557735,0.037638903
806.311623,0,0.122221363,0.113141537,0.062144279,61381.47972,0.032556252,0.036150932
800.2661385,0,0.122235176,0.113033955,0.058912277,60092.68563,0.032554767,0.035656214
794.2508815,0,0.12224892,0.112926418,0.054091454,58838.61381,0.032553282,0.033435822
788.2657008,0,0.122262595,0.112818738,0.054751158,57618.07402,0.032551795,0.033920527
782.310446,0,0.122276202,0.112711596,0.055847406,56429.92103,0.032550308,0.034196377
776.3849674,0,0.122289741,0.112604988,0.055799961,55273.05274,0.032548819,0.034349442
770.4891164,0,0.122303212,0.112498912,0.056395531,54146.40862,0.03254733,0.035895824
764.6227445,0,0.122316615,0.112393365,0.06067276,53048.96799,0.032545839,0.03606987
758.7857045,0,0.122329952,0.112288343,0.056283951,51979.74858,0.032544348,0.033161163
752.9778497,0,0.122343222,0.112183846,0.058161259,50937.80498,0.032542855,0.034386396
747.1990341,0,0.122356425,0.11207987,0.055651665,49922.22726,0.032541361,0.034809828
741.4491126,0,0.122369563,0.111976198,0.065510988,48932.1396,0.032539867,0.038278818
735.7279408,0,0.122382634,0.111872067,0.057036638,47966.69891,0.032538371,0.034722567
730.0353747,0,0.122395641,0.111768456,0.061896563,47025.09366,0.032536874,0.035505533
724.3712716,0,0.122408582,0.111665361,0.055046082,46106.54257,0.032535376,0.033590794
