maxid,minid,maxig,minig,iterationtime,PDEError,FCError,PetscTotal
0,0,0,0,0.092001438,0.065164172,0.065159789,0.065030098
0,0,0.000624905,0.000614,0.061203957,0.06513293,0.065128569,0.036834478
0,0,0.001246685,0.001220377,0.064112425,0.06510193,0.06509759,0.04091835
0,0,0.001865357,0.001820232,0.061180592,0.065071138,0.065066819,0.036351919
0,0,0.002480935,0.002414148,0.063136339,0.065040537,0.06503624,0.039139271
0,0,0.003093435,0.003002506,0.068557978,0.065010117,0.06500584,0.040667295
0,0,0.003702873,0.003585584,0.06245327,0.064979869,0.064975612,0.037662983
0,0,0.004309264,0.004163599,0.062310696,0.064949786,0.064945549,0.037182808
0,0,0.004912622,0.004736725,0.063406467,0.064919865,0.064915647,0.037981272
0,0,0.005512964,0.005305112,0.061895847,0.064890099,0.0648859,0.037183762
0,0,0.006110304,0.005868884,0.063946486,0.064860486,0.064856307,0.039008617
0,0,0.006704658,0.006428155,0.064508915,0.064831023,0.064826862,0.042070866
0,0,0.00729604,0.006983021,0.061805248,0.064801707,0.064797564,0.038782835
0,0,0.007884464,0.007533573,0.063191414,0.064772534,0.064768409,0.037441254
0,0,0.008469947,0.008079891,0.061803341,0.064743503,0.064739397,0.037783146
0,0,0.009052502,0.00862205,0.06335187,0.064714612,0.064710523,0.036949873
0,0,0.009632145,0.009160119,0.064836264,0.064685859,0.064681787,0.038708448
0,0,0.010208889,0.009694161,0.069577932,0.064657241,0.064653187,0.042253733
0,0,0.01078275,0.010224237,0.071941376,0.064628757,0.06462472,0.043417215
0,0,0.011353741,0.010750403,0.065166235,0.064600407,0.064596386,0.038486004
0,0,0.011921878,0.011272713,0.061891556,0.064572187,0.064568183,0.036562443
0,0,0.012487173,0.011791218,0.063611269,0.064544096,0.064540109,0.039732218
0,0,0.013049643,0.012305964,0.062978983,0.064516134,0.064512163,0.036957979
0,0,0.013609299,0.012816999,0.066061735,0.064488299,0.064484343,0.0376513
0,0,0.014166158,0.013324367,0.063201666,0.06446059,0.06445665,0.038954258
0,0,0.014720232,0.013828109,0.05981493,0.064433005,0.06442908,0.036508322
0,0,0.015271536,0.014328267,0.058164597,0.064405543,0.064401634,0.034505844
0,0,0.015820084,0.014824879,0.06855154,0.064378204,0.06437431,0.044481754
0,0,0.016365889,0.015317983,0.062837362,0.064350987,0.064347107,0.038253546
0,0,0.016908964,0.015807617,0.060682535,0.064323889,0.064320024,0.036597967
0,0,0.017449325,0.016293815,0.065947771,0.064296911,0.064293061,0.03928256
0,0,0.017986983,0.016776611,0.064913034,0.064270051,0.064266215,0.039761543
0,0,0.018521953,0.01725604,0.070012808,0.064243308,0.064239487,0.047680378
0,0,0.019054249,0.017732134,0.062237024,0.064216682,0.064212875,0.036004543
0,0,0.019583883,0.018204924,0.068652391,0.064190172,0.064186378,0.039077044
0,0,0.020110869,0.018674441,0.073304892,0.064163777,0.064159996,0.046432972
0,0,0.02063522,0.019140715,0.062588692,0.064137495,0.064133728,0.033483505
0,0,0.021156949,0.019603776,0.06076622,0.064111327,0.064107574,0.034506321
0,0,0.021676069,0.020063653,0.059066057,0.064085272,0.064081531,0.034459114
0,0,0.022192594,0.020520373,0.061234474,0.064059328,0.0640556,0.036618948
0,0,0.022706536,0.020973964,0.068968773,0.064033495,0.06402978,0.037793636
0,0,0.023217909,0.021424452,0.066807508,0.064007772,0.06400407,0.038487434
0,0,0.023726725,0.021871866,0.060675859,0.063982159,0.063978469,0.035681248
0,0,0.024232996,0.022316229,0.064214945,0.063956655,0.063952977,0.038486004
0,0,0.024736737,0.022757568,0.06202817,0.063931259,0.063927593,0.036424875
0,0,0.025237958,0.023195907,0.058737755,0.063905971,0.063902317,0.032640457
0,0,0.025736674,0.023631272,0.066242218,0.063880789,0.063877147,0.036768436
0,0,0.026232896,0.024063685,0.064506769,0.063855714,0.063852084,0.040358782
0,0,0.026726636,0.024493172,0.061507225,0.063830745,0.063827126,0.033032179
0,0,0.027217909,0.024919754,0.072962523,0.06380588,0.063802273,0.042041063
0,0,0.027706724,0.025343455,0.077743769,0.06378112,0.063777524,0.041016817
0,0,0.028193096,0.025764299,0.058312416,0.063756464,0.063752879,0.034376144
0,0,0.028677036,0.026182305,0.061875105,0.063731911,0.063728337,0.040417433
0,0,0.029158556,0.026597498,0.055394888,0.063707461,0.063703898,0.033730507
0,0,0.029637669,0.027009898,0.063237667,0.063683113,0.06367956,0.036281586
0,0,0.030114386,0.027419526,0.057574034,0.063658867,0.063655325,0.035078287
0,0,0.030588719,0.027826404,0.06086874,0.063634722,0.06363119,0.034537554
0,0,0.031060681,0.028230552,0.059519053,0.063610678,0.063607156,0.034010887
0,0,0.031530283,0.02863199,0.056035995,0.063586733,0.063583221,0.032885551
0,0,0.031997537,0.029030739,0.058394909,0.063562888,0.063559387,0.034101248
0,0,0.032462455,0.029426819,0.060542583,0.063539142,0.063535651,0.034274101
0,0,0.032925048,0.029820248,0.057363033,0.063515495,0.063512013,0.033128262
0,0,0.033385328,0.030211048,0.058191776,0.063491946,0.063488474,0.033071041
0,0,0.033843307,0.030599235,0.057747364,0.063468494,0.063465032,0.034373522
0,0,0.034298995,0.030984831,0.060526848,0.06344514,0.063441686,0.034435511
0,0,0.034752406,0.031367853,0.060088634,0.063421882,0.063418438,0.032938004
0,0,0.035203549,0.031748319,0.05860424,0.063398721,0.063395286,0.03564167
0,0,0.035652437,0.032126248,0.062434912,0.063375655,0.063372229,0.03419137
0,0,0.03609908,0.032501658,0.065207243,0.063352684,0.063349267,0.038346291
0,0,0.03654349,0.032874567,0.060142994,0.063341967,0.063337454,0.034964561
0,0,0.036985678,0.033244992,0.060023785,0.063333251,0.06332874,0.035420656
