epoch,maxid,minid,maxig,minig,iterationtime,PDEError,FCError,PetscTotal,PetscNormRes
1,0.11594202898550726,0.11493558776167465,0.11594202898550726,0.11493558776167465,0.41775059700012207,0.007647633810612842,0.007648383755309851,0.2585294246673584,"(1.4311014935472218e-16, 2)"
2,0.1158324910003642,0.11480574242214114,0.1158624625264519,0.11482510746821396,0.09901309013366699,0.007522389117238279,0.007523145363208528,0.04366040229797363,"(1.4300866164328764e-16, 2)"
3,0.11572349582063737,0.11467654272321051,0.11578329477966533,0.11471518028860048,0.0794672966003418,0.007399725376969771,0.007400487795550248,0.03161168098449707,"(1.429065530604651e-16, 2)"
4,0.11561504076047693,0.11454798546783086,0.11570452374649233,0.114605803434677,0.06657767295837402,0.007279562751898873,0.007280331220016478,0.034689903259277344,"(1.4280392636795303e-16, 2)"
5,0.11550712314704012,0.11442006747394017,0.11562614743834729,0.11449697413293108,0.06314945220947266,0.007161825002133498,0.007162599398569114,0.0346066951751709,"(1.427007253059653e-16, 2)"
6,0.11539974032043403,0.11429278557443562,0.11554816387666246,0.11438868962439061,0.06214427947998047,0.007046439270322606,0.007047219479616729,0.03384280204772949,"(1.4259701382995242e-16, 2)"
7,0.11529288963365854,0.1141661366171407,0.11547057109283645,0.11428094716452139,0.06158804893493652,0.006933335882636657,0.006934121791246639,0.033716678619384766,"(1.4249276455524912e-16, 2)"
8,0.11518656845254942,0.11404011746476976,0.11539336712818309,0.1141737440231272,0.06444478034973145,0.0068224481638194875,0.006823239661812863,0.03763890266418457,"(1.423880195450919e-16, 2)"
9,0.11508077415572134,0.11391472499489075,0.11531655003388043,0.11406707748425186,0.06762099266052246,0.006713712265776675,0.006714509246918965,0.03918290138244629,"(1.4228276787811068e-16, 2)"
10,0.11497550413451131,0.11378995609988593,0.11524011787092023,0.11396094484608324,0.06708765029907227,0.00660706700817594,0.006607869367769581,0.03587532043457031,"(1.4217703924411732e-16, 2)"
11,0.11487075579292193,0.11366580768691087,0.11516406871005753,0.1138553434208591,0.06341862678527832,0.006502453730129067,0.006503261366574975,0.033603668212890625,"(1.4207083220937194e-16, 2)"
12,0.11476652654756489,0.11354227667785187,0.11508840063176072,0.11375027053477475,0.06299376487731934,0.00639981615232571,0.006400628968350475,0.03365802764892578,"(1.4196416937793906e-16, 2)"
13,0.11466281382760467,0.11341936000928188,0.11501311172616163,0.11364572352789237,0.06459856033325195,0.00629910024826328,0.006299918148044981,0.03381824493408203,"(1.4185705495984206e-16, 2)"
